,kind,etag,id,snippet.title,snippet.description,snippet.publishedAt,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.localized.title,snippet.localized.description,contentDetails.relatedPlaylists.likes,contentDetails.relatedPlaylists.uploads,statistics.viewCount,statistics.subscriberCount,statistics.hiddenSubscriberCount,statistics.videoCount,status.privacyStatus,status.isLinked,status.longUploadsStatus
0,youtube#channel,5j2VJ5vbnSMTfP3QyMilAM80UeE,UC84xx-FirvJec9MU0rZTUsw,FeelTheWorldfullOfMusic,Here you can feel all kinda peaceful music #bgm ,2022-04-28T04:46:58.697237Z,https://yt3.ggpht.com/xmOtpkIrSs5VmWWKPiYezmenbWHs6tZDdBgmkRVfK4RKaPbfg44z7lo3gZIbTuLmX9Vnl281jw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/xmOtpkIrSs5VmWWKPiYezmenbWHs6tZDdBgmkRVfK4RKaPbfg44z7lo3gZIbTuLmX9Vnl281jw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/xmOtpkIrSs5VmWWKPiYezmenbWHs6tZDdBgmkRVfK4RKaPbfg44z7lo3gZIbTuLmX9Vnl281jw=s800-c-k-c0x00ffffff-no-rj,800,800,FeelTheWorldfullOfMusic,Here you can feel all kinda peaceful music #bgm ,,UU84xx-FirvJec9MU0rZTUsw,49,2,False,4,public,True,longUploadsUnspecified
